STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,YEAR,MONTH,PRCP,TAVG
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,2,0,-32.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,3,2.6,-30.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,4,4.7,-18.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,5,10.1,-9.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,6,15.3,1.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,7,15.7,4.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,8,16.2,5.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,9,14.7,-4.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,10,5.7,-11.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,11,4.1,-20.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1961,12,5.7,-22
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,1,4.5,-20.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,2,0,-26.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,3,10.4,-19.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,4,14.2,-17.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,5,13.2,-6.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,6,0,1.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,7,5.1,5.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,8,26.6,3.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,9,13.9,-5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,10,12.4,-9.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,11,8.6,-13.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1962,12,5.5,-19.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,1,27.2,-17.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,2,19.2,-16.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,3,2.8,-24.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,4,3.9,-17.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,5,8.1,-7.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,6,2.7,1.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,7,30.3,3.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,8,34.9,4.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,9,16.7,-1.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,10,10.3,-11.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,11,12.4,-17.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1963,12,6.8,-18.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,1,22.7,-22.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,2,24.8,-20.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,3,4.7,-28
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,4,7.4,-21.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,5,11.3,-8.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,6,1.6,1.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,7,31.2,2.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,8,15,1.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,9,17,-2.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,10,18.8,-16.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,11,5.6,-20.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1964,12,12.3,-18.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,1,11.4,-23
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,2,25.2,-17.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,3,10.6,-24.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,4,7.5,-19.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,5,14.8,-0.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,6,15.5,0.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,7,25.1,2.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,8,4.9,3.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,9,17.5,-2.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,10,25.2,-11.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,11,12.3,-11
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1965,12,4.7,-23.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,1,12.7,-27.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,2,6.1,-19.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,3,2.7,-26.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,4,4.4,-21.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,5,6,-7.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,6,7.9,0.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,7,2,3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,8,46,5.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,9,7,-2.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,10,21,-9.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,11,0.8,-15.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1966,12,4.4,-24.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,1,3.5,-21.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,2,3.1,-25.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,3,6.2,-20.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,4,5.4,-18.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,5,27.3,-4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,6,5.4,-0.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,7,29.2,4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,8,3.4,2.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,9,5,-3.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,10,18.4,-12.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,11,24.8,-20.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1967,12,31.2,-18.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,1,1.9,-27.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,2,11,-27.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,3,0.9,-27.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,4,7.2,-13.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,5,3.4,-6.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,6,1.3,0.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,7,8.3,4.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,8,0.8,2.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,9,23.2,-3.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,10,10.1,-8.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,11,9.8,-15.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1968,12,14.3,-21.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,1,7,-19.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,2,10.8,-22.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,3,10.5,-28.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,4,5.3,-20.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,5,10.1,-5.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,6,14.4,1.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,7,22.1,5.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,8,18.7,6.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,9,5.2,-0.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,10,9.5,-10.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,11,27.8,-16.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1969,12,4.8,-21.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,1,0,-24.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,2,10.1,-20.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,3,2.6,-24.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,4,20.2,-19.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,5,8.5,-11.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,6,2.3,-0.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,7,18.3,2.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,8,5.4,2.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,9,5.7,-1.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,10,8.8,-6.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,11,18.1,-15.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1970,12,61.7,-23.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,1,4.9,-24.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,2,4.2,-26.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,3,1.4,-23.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,4,6,-18.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,5,3.9,-6.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,6,1.3,1.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,7,5.9,4.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,8,40,2.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,9,10.7,-1.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,10,2.9,-10.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,11,6.4,-19.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1971,12,2.3,-30.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,1,10,-25.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,2,0.8,-24.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,3,7.4,-25.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,4,2.3,-19.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,5,8.8,-6.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,6,0,-0.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,7,8.3,1.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,8,25.1,2.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,9,7.1,-2.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,10,17.5,-7.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,11,2.4,-18.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1972,12,0,-29
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,1,7.9,-22.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,2,0.8,-31.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,3,5.5,-29.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,4,10,-18.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,5,12.3,-10.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,6,1,0.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,7,24.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,8,21.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,9,45,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,10,6.7,-22.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,11,3.6,-27.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1973,12,8.3,-28.9
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,1,3.1,-32.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,2,9.9,-31.8
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,3,3,-31.2
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,4,9.3,-28.5
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,5,24.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,6,2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,7,8.7,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,8,5.1,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,9,2.8,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,10,11,-22.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,11,2.4,-29.6
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1974,12,5.8,-33.1
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1975,1,2.6,-33.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1975,2,0,-32
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1975,3,1.6,-32.7
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1975,4,5.4,-29.3
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1975,5,2.7,-21.4
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1975,6,0.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1982,4,2.1,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1982,5,0.6,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1982,7,20.8,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1982,9,10.5,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1982,10,12.8,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1982,11,6.9,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1983,1,0.3,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1983,2,6.2,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1983,3,3.1,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1983,4,11,
GLW00017605,"PITUFFIK, GL",76.51667,-68.83333,77.1,1983,5,12.9,
